SaleID,DateSold,Address,City,State,Zip,Beds,Baths,SqFt,LotAcres,YearBuilt,SalePrice,PropertyType,Latitude,Longitude,AgentName,ListingOffice,DaysOnMarket
HS0596,2020-11-16,8906 Sunset Way,Burlington,VT,15477,2,1.3,821,1.63,2024,140980,Single Family,44.534995,-73.188055,Alex Morgan,Prime Realty,124
HS0768,2023-10-28,354 Maple Blvd,Springfield,IL,59074,2,2.2,2718,0.44,1973,363097,Single Family,39.755787,-89.583836,Jordan Lee,Summit Brokers,101
HS0650,2021-09-24,8472 Birch St,Phoenix,AZ,40488,2,1.7,1414,0.38,1996,179200,Townhouse,33.447936,-112.058651,Logan Brown,Prime Realty,16
HS0651,2023-12-23,6236 Forest Rd,Madison,WI,36478,2,1.9,1724,2.65,1992,287610,Single Family,43.024492,-89.352084,Morgan Patel,Urban Homes,72
HS0866,2020-05-06,4717 Highland Ct,Burlington,VT,68304,4,2.9,544,12.19,2017,95316,Condo,44.423118,-73.229784,Sam Carter,Lakeside Properties,127
HS0669,2024-12-13,1037 Lake Terrace,Portland,OR,23130,3,2.0,1082,1.98,1915,138107,Single Family,45.498147,-122.614745,Casey Nguyen,Urban Homes,95
HS0299,2021-10-23,514 Park Blvd,Riverside,CA,16955,2,1.4,523,0.42,1987,57616,Mobile Home,33.890227,-117.439452,Taylor Brooks,Prime Realty,177
HS0690,2019-07-03,9554 Forest Terrace,Madison,WI,78506,4,1.9,986,0.11,1984,142274,Condo,43.045446,-89.366407,Jordan Lee,Prime Realty,49
HS0315,2021-08-18,1298 Spruce Ave,Seattle,WA,42858,5,2.5,1444,3.33,1985,242246,Single Family,47.606598,-122.281915,Jamie Rivera,Hearthstone Realty,159
HS0311,2023-11-28,845 Pine Terrace,Portland,OR,75907,1,1.0,1351,0.98,2018,220084,Single Family,45.495548,-122.702422,Riley Smith,Lakeside Properties,170
HS0362,2020-07-13,7017 Birch Rd,Riverside,CA,47313,3,2.5,2897,1.95,1923,343330,Multi-Family,33.988077,-117.353745,Casey Nguyen,Prime Realty,164
HS0480,2021-05-09,2367 Hill Ln,Burlington,VT,80730,4,1.8,1415,0.33,2022,169500,Condo,44.473071,-73.151151,Jordan Lee,Hearthstone Realty,91
HS0111,2023-08-10,2247 View Ct,Portland,OR,30218,2,1.3,686,0.44,1905,123515,Condo,45.542918,-122.745651,Morgan Patel,Urban Homes,114
HS0990,2024-12-13,3292 Elm Ln,Seattle,WA,12191,3,3.1,1703,0.9,1972,426731,Townhouse,47.586806,-122.266796,Dana Kim,Prime Realty,205
HS0487,2022-07-22,774 Hill Blvd,Riverside,CA,67788,1,1.4,1022,1.03,1985,132726,Condo,33.958141,-117.421392,Morgan Patel,Urban Homes,96
HS0364,2024-08-03,234 Birch Ave,Austin,TX,29750,5,3.5,1091,0.52,2002,241497,Single Family,30.291801,-97.769402,Morgan Patel,Lakeside Properties,179
HS0255,2020-08-26,4996 Pine Ct,Austin,TX,14551,3,1.4,1265,1.22,1979,243666,Condo,30.326607,-97.716263,Jamie Rivera,Lakeside Properties,45
HS0260,2020-02-07,907 Forest Rd,Burlington,VT,58816,0,1.7,1729,13.32,2009,290650,Townhouse,44.485619,-73.229758,Jordan Lee,Urban Homes,77
HS0803,2023-10-31,8608 Maple Blvd,Albany,NY,63781,4,2.8,2095,1.15,1973,312224,Single Family,42.654631,-73.684571,Morgan Patel,Urban Homes,191
HS0678,2019-05-21,3686 Forest Way,Albany,NY,29323,2,0.8,1141,1.05,2005,140270,Townhouse,42.672811,-73.720406,Logan Brown,Hearthstone Realty,80
HS0495,2019-06-22,6891 Walnut Way,Albany,NY,84437,3,2.3,1332,3.26,1962,188712,Single Family,42.722671,-73.813284,Casey Nguyen,Summit Brokers,78
HS0671,2023-04-26,6656 View Ave,Austin,TX,55656,2,3.0,3650,0.49,1993,625468,Multi-Family,30.281882,-97.746461,Casey Nguyen,Summit Brokers,50
HS0378,2020-11-14,9249 Meadow Ct,Madison,WI,23829,3,2.4,3109,2.28,1913,395704,Single Family,43.160579,-89.332127,Taylor Brooks,Summit Brokers,103
HS0527,2021-09-03,1155 Willow Ct,Columbus,OH,44987,3,2.6,1408,0.45,1951,157810,Condo,39.922663,-83.020815,Jamie Rivera,Urban Homes,50
HS0846,2023-12-07,302 Cedar Rd,Portland,OR,84506,4,1.9,2229,1.37,1902,315660,Single Family,45.531818,-122.670445,Alex Morgan,Lakeside Properties,10
HS0138,2024-09-01,3210 Walnut Way,Columbus,OH,77466,1,1.5,2930,3.28,1950,365628,Single Family,39.936728,-82.946592,Sam Carter,Urban Homes,56
HS0356,2021-12-11,1665 Pine Way,Riverside,CA,81884,2,2.5,1387,0.78,1913,254654,Mobile Home,33.923424,-117.325082,Logan Brown,Urban Homes,22
HS0366,2023-05-13,6404 Ridge Ln,Burlington,VT,14392,4,3.6,1027,1.85,1960,152037,Mobile Home,44.536497,-73.199037,Casey Nguyen,Hearthstone Realty,41
HS0943,2022-04-14,4360 Meadow Ave,Phoenix,AZ,89557,2,1.7,814,1.17,1907,109744,Townhouse,33.413267,-112.169267,Riley Smith,Prime Realty,94
HS0750,2020-01-21,1328 Elm Way,Portland,OR,22767,2,1.6,3901,1.92,1963,494567,Multi-Family,45.576465,-122.695972,Sam Carter,Hearthstone Realty,44
HS0949,2020-11-23,2891 Lake Blvd,Portland,OR,86957,3,2.0,3162,0.96,1962,615768,Multi-Family,45.448837,-122.729677,Dana Kim,Lakeside Properties,45
HS0830,2024-10-21,4218 Park Terrace,Albany,NY,18906,2,1.5,1727,0.38,2009,166424,Condo,42.638979,-73.694514,Logan Brown,Summit Brokers,80
HS0657,2025-04-21,5018 View Blvd,Riverside,CA,82463,5,3.4,1745,1.54,1948,309981,Single Family,33.937277,-117.394962,Logan Brown,Lakeside Properties,19
HS0200,2019-12-14,9717 Cedar Terrace,Phoenix,AZ,56135,2,2.7,1198,1.15,1938,177235,Condo,33.458002,-112.089456,Taylor Brooks,Hearthstone Realty,31
HS0214,2022-07-07,2075 Sunset Blvd,Columbus,OH,72613,2,1.7,1791,1.48,1913,179718,Townhouse,39.960435,-82.969835,Morgan Patel,Hearthstone Realty,36
HS0409,2024-05-02,4246 Maple Way,Springfield,IL,75225,3,3.0,3181,1.36,1975,360171,Single Family,39.77708,-89.710956,Sam Carter,Lakeside Properties,114
HS0333,2021-12-06,217 Park Ln,Seattle,WA,51405,4,3.4,898,1.97,1932,179106,Condo,47.586409,-122.341081,Dana Kim,Lakeside Properties,145
HS0209,2020-01-17,1337 Pine Ct,Austin,TX,77582,3,1.9,1783,1.52,1900,379958,Single Family,30.232767,-97.746233,Sam Carter,Hearthstone Realty,17
HS0614,2021-03-31,9708 Elm St,Seattle,WA,41114,3,2.3,3501,0.46,1925,778658,Single Family,47.576351,-122.451615,Jordan Lee,Prime Realty,88
HS0079,2020-07-30,4565 Walnut Rd,Seattle,WA,73156,3,2.0,2244,1.0,1909,496381,Single Family,47.584175,-122.252998,Jordan Lee,Lakeside Properties,206
HS0030,2022-09-18,6628 Hill Rd,Burlington,VT,19099,3,2.9,1053,0.42,1968,108078,Mobile Home,44.422355,-73.187976,Alex Morgan,Prime Realty,67
HS0536,2020-07-11,5864 Sunset Terrace,Riverside,CA,69409,3,2.9,892,0.32,1956,125409,Single Family,33.933915,-117.416881,Alex Morgan,Lakeside Properties,52
HS0696,2024-12-17,1723 Oak Blvd,Portland,OR,51680,4,3.1,632,1.47,2000,85123,Condo,45.521259,-122.610809,Dana Kim,Summit Brokers,104
HS0558,2019-12-08,5923 Chestnut Ave,Albany,NY,75987,2,3.3,1885,3.79,1905,251260,Townhouse,42.656163,-73.820875,Riley Smith,Hearthstone Realty,81
HS0837,2021-09-27,4194 Oak Ave,Springfield,IL,17425,4,3.2,1518,1.43,1977,188795,Single Family,39.740245,-89.730338,Casey Nguyen,Urban Homes,156
HS0597,2024-12-27,9895 Chestnut Ct,Albany,NY,56061,1,0.8,3852,0.33,1920,445089,Single Family,42.66748,-73.810419,Logan Brown,Prime Realty,77
HS0166,2022-08-06,3939 Meadow Ln,Austin,TX,17398,3,3.2,929,0.18,1973,161479,Condo,30.202466,-97.685059,Jordan Lee,Hearthstone Realty,37
HS0919,2022-06-28,824 Willow Rd,Burlington,VT,67068,2,2.2,1126,0.41,1936,124924,Single Family,44.407902,-73.15071,Riley Smith,Lakeside Properties,9
HS0496,2020-05-23,9263 Ridge Ln,Austin,TX,13517,2,2.5,1719,6.23,1960,281186,Townhouse,30.381283,-97.773982,Casey Nguyen,Lakeside Properties,46
HS0825,2020-12-13,4203 Cedar St,Springfield,IL,19552,4,3.7,1426,0.34,2018,140125,Townhouse,39.812191,-89.754082,Morgan Patel,Prime Realty,179
HS0066,2020-04-09,2089 Maple Ln,Austin,TX,30758,3,1.6,1944,3.59,2007,392871,Single Family,30.344758,-97.737316,Sam Carter,Prime Realty,166
HS0142,2024-10-12,8293 Oak St,Phoenix,AZ,15100,3,2.6,1611,1.05,1919,194030,Single Family,33.480674,-111.965837,Taylor Brooks,Hearthstone Realty,157
HS0926,2021-09-26,1477 Meadow Ave,Madison,WI,26522,2,2.5,1782,0.15,1958,181123,Single Family,43.105395,-89.456152,Dana Kim,Summit Brokers,118
HS0828,2025-04-07,3136 River Way,Columbus,OH,34921,2,2.8,2137,0.84,2015,260118,Single Family,39.996016,-82.98486,Taylor Brooks,Prime Realty,113
HS0656,2024-05-28,6288 Walnut Way,Phoenix,AZ,67852,2,2.3,2048,0.06,2004,255435,Townhouse,33.435583,-112.100902,Alex Morgan,Lakeside Properties,110
HS0332,2019-01-30,7917 Birch Ave,Albany,NY,47128,2,2.1,3313,4.71,1990,386385,Single Family,42.660838,-73.753656,Logan Brown,Summit Brokers,31
HS0665,2021-02-24,8334 Cedar Way,Madison,WI,84329,2,1.5,2138,0.29,1997,354045,Single Family,42.978723,-89.431021,Casey Nguyen,Lakeside Properties,113
HS0250,2022-02-27,1759 Hill Ln,Springfield,IL,34901,3,2.0,2661,1.09,1984,278655,Single Family,39.803528,-89.604903,Casey Nguyen,Urban Homes,25
HS0908,2025-03-09,8913 Highland Ln,Madison,WI,66866,1,3.4,1065,0.77,1964,160552,Condo,43.087862,-89.413112,Casey Nguyen,Prime Realty,132
HS0709,2022-11-02,1867 Maple Blvd,Riverside,CA,30387,3,1.5,2249,0.14,1986,373245,Single Family,33.959909,-117.401936,Riley Smith,Summit Brokers,189
HS0306,2022-08-07,244 Cedar Terrace,Seattle,WA,68414,3,2.8,1752,1.09,1905,291160,Single Family,47.596455,-122.275411,Riley Smith,Prime Realty,99
HS0735,2023-08-23,4662 Elm Ave,Phoenix,AZ,52343,2,2.3,1322,1.73,1961,213723,Single Family,33.425238,-112.035538,Logan Brown,Hearthstone Realty,36
HS0976,2024-09-14,2071 Forest Terrace,Burlington,VT,51534,2,2.5,2255,0.53,1932,396433,Single Family,44.49046,-73.230279,Jamie Rivera,Lakeside Properties,5
HS0050,2021-01-14,7485 Birch Way,Albany,NY,84691,3,2.8,4056,0.82,1941,488923,Single Family,42.693871,-73.715525,Sam Carter,Urban Homes,91
HS0897,2024-03-24,8129 Chestnut Ave,Austin,TX,83125,2,2.3,1639,0.36,2009,353423,Multi-Family,30.251195,-97.863353,Morgan Patel,Lakeside Properties,55
HS0003,2019-06-27,2647 Willow Terrace,Albany,NY,23396,2,2.5,805,0.22,2003,89502,Condo,42.617433,-73.863181,Sam Carter,Summit Brokers,32
HS0545,2024-08-25,6341 Spruce Ct,Portland,OR,97983,1,1.0,2813,0.27,1921,612388,Single Family,45.530236,-122.692415,Sam Carter,Hearthstone Realty,120
HS0351,2021-11-07,8072 Spruce Rd,Columbus,OH,83680,3,2.2,3844,0.36,1927,383702,Single Family,39.961757,-82.963318,Sam Carter,Prime Realty,116
HS0905,2021-02-21,2874 Maple Ln,Springfield,IL,93616,2,1.2,5725,1.44,1939,750375,Multi-Family,39.672475,-89.636424,Taylor Brooks,Hearthstone Realty,14
HS0537,2020-06-16,5240 Highland Ave,Albany,NY,24526,2,1.7,1974,0.87,1997,249120,Townhouse,42.533778,-73.773135,Logan Brown,Lakeside Properties,203
HS0345,2019-06-23,5933 Elm Ave,Portland,OR,25712,2,2.0,2127,0.61,1969,289041,Townhouse,45.4672,-122.753317,Sam Carter,Hearthstone Realty,159
HS0995,2024-04-13,4613 Hill St,Madison,WI,93460,5,3.5,1511,0.71,1976,193917,Townhouse,42.986456,-89.306144,Jordan Lee,Lakeside Properties,77
HS0482,2022-03-27,4888 Ridge Terrace,Seattle,WA,98251,2,2.6,1435,1.79,1922,286575,Single Family,47.570855,-122.289322,Jamie Rivera,Prime Realty,43
HS0576,2023-07-15,6718 Ridge Ln,Madison,WI,81358,3,2.0,1603,0.43,2013,188313,Condo,43.046872,-89.33359,Jordan Lee,Hearthstone Realty,22
HS0034,2025-07-03,2951 View Rd,Phoenix,AZ,63225,3,3.1,3124,2.87,2000,384238,Single Family,33.474152,-112.048311,Logan Brown,Hearthstone Realty,120
HS0032,2021-03-18,4273 Oak Ct,Burlington,VT,10221,2,1.7,3683,2.35,1994,526279,Multi-Family,44.484559,-73.192834,Morgan Patel,Lakeside Properties,18
HS0232,2020-05-06,7735 Hill Ct,Austin,TX,25825,2,2.4,3864,0.69,2009,662774,Single Family,30.353548,-97.763082,Jamie Rivera,Urban Homes,207
HS0964,2022-03-10,4193 Chestnut Ct,Austin,TX,17774,1,1.9,1252,1.57,2018,170907,Single Family,30.259273,-97.789001,Jamie Rivera,Lakeside Properties,35
HS0193,2021-11-25,5916 Walnut St,Burlington,VT,83822,2,2.6,3161,3.02,1912,349311,Single Family,44.491034,-73.238807,Jordan Lee,Summit Brokers,192
HS0334,2024-06-04,4614 Park Ln,Columbus,OH,64162,2,1.9,3631,0.19,1971,425200,Single Family,39.962244,-82.987265,Casey Nguyen,Hearthstone Realty,148
HS0004,2021-07-22,1391 Meadow Rd,Phoenix,AZ,92397,3,2.5,1528,0.24,1905,159388,Condo,33.39085,-112.055215,Casey Nguyen,Prime Realty,60
HS0205,2019-12-23,7331 Meadow Ln,Springfield,IL,65725,2,1.4,1635,3.72,1944,185932,Single Family,39.770443,-89.640221,Sam Carter,Prime Realty,199
HS0515,2025-01-23,1353 River Way,Riverside,CA,71082,4,2.8,2133,0.79,1943,243497,Single Family,34.081034,-117.42831,Dana Kim,Prime Realty,196
HS0800,2019-01-05,441 Walnut Rd,Columbus,OH,20089,2,3.0,829,0.55,1974,87683,Mobile Home,39.89217,-83.020608,Sam Carter,Urban Homes,121
HS0307,2021-02-27,8951 Spruce St,Albany,NY,77746,4,2.9,2566,2.73,2014,343995,Single Family,42.750453,-73.768271,Morgan Patel,Summit Brokers,22
HS0110,2024-11-26,3245 Birch Blvd,Austin,TX,30308,2,1.4,1176,1.85,1994,264306,Single Family,30.283507,-97.805656,Alex Morgan,Hearthstone Realty,197
HS0431,2023-11-01,6873 Birch Ln,Portland,OR,81820,5,4.2,1357,0.89,2004,211939,Single Family,45.522253,-122.659577,Riley Smith,Summit Brokers,202
HS0078,2020-06-25,646 Highland Terrace,Austin,TX,27224,2,1.6,1139,0.34,1925,255324,Single Family,30.351557,-97.699018,Dana Kim,Hearthstone Realty,136
HS0085,2019-01-12,9350 Willow Ave,Madison,WI,82641,3,2.2,1912,0.74,1918,223286,Single Family,43.016143,-89.387813,Casey Nguyen,Urban Homes,34
HS0287,2021-10-15,9547 Highland Ln,Seattle,WA,97797,5,4.2,1025,3.18,1955,227539,Condo,47.616536,-122.294153,Sam Carter,Hearthstone Realty,170
HS0083,2023-12-27,6897 Cedar Way,Madison,WI,90694,5,3.6,2450,1.31,1956,265344,Single Family,43.099516,-89.390825,Jordan Lee,Hearthstone Realty,26
HS0992,2022-05-13,3412 Chestnut St,Phoenix,AZ,62543,3,2.2,2468,0.75,1917,267240,Single Family,33.482946,-112.09624,Alex Morgan,Prime Realty,65
HS0790,2022-12-16,7930 Forest Rd,Portland,OR,52193,4,3.2,2514,0.76,1910,522843,Single Family,45.444271,-122.731077,Dana Kim,Urban Homes,169
HS0895,2023-05-30,2344 River Way,Springfield,IL,65758,2,2.1,3384,0.71,1971,291643,Single Family,39.799788,-89.63411,Riley Smith,Lakeside Properties,181
HS0399,2021-12-29,7358 Chestnut Blvd,Albany,NY,34632,4,3.0,1267,0.47,1978,170011,Mobile Home,42.59778,-73.714288,Logan Brown,Summit Brokers,157
HS0324,2020-07-23,3751 River Ct,Phoenix,AZ,56255,2,2.0,2366,1.82,2012,320361,Single Family,33.420873,-112.135036,Sam Carter,Urban Homes,59
HS0520,2019-03-22,4156 Birch Rd,Burlington,VT,87664,3,1.9,1396,3.42,1921,182503,Single Family,44.461681,-73.132571,Dana Kim,Hearthstone Realty,10
HS0917,2024-06-23,5315 Elm Ct,Madison,WI,52875,2,1.5,2005,0.77,1944,288296,Single Family,43.011168,-89.353171,Logan Brown,Prime Realty,57
HS0923,2023-11-17,2563 Maple Terrace,Riverside,CA,87352,4,3.7,690,4.82,1958,117560,Condo,33.828408,-117.38055,Alex Morgan,Lakeside Properties,73
HS0006,2019-05-12,2777 Ridge Ct,Burlington,VT,45382,3,3.0,1524,0.29,1929,213538,Townhouse,44.409491,-73.202257,Morgan Patel,Lakeside Properties,69
HS0732,2019-12-14,3778 Cedar Rd,Riverside,CA,56833,2,2.0,1659,1.28,2017,176122,Multi-Family,34.000865,-117.369855,Alex Morgan,Summit Brokers,39
HS0466,2019-12-27,8670 Ridge Ct,Albany,NY,41359,1,0.8,1009,11.15,1978,159695,Condo,42.72842,-73.726094,Casey Nguyen,Hearthstone Realty,108
HS0098,2019-02-01,997 Maple Ln,Portland,OR,49507,4,2.5,1907,1.6,1915,346289,Single Family,45.584759,-122.700561,Sam Carter,Lakeside Properties,45
HS0267,2022-03-03,7746 Spruce Ct,Burlington,VT,86609,1,2.1,621,0.27,1976,103497,Condo,44.512081,-73.178727,Casey Nguyen,Prime Realty,124
HS0358,2025-04-29,8956 Chestnut Way,Austin,TX,27709,3,2.9,659,0.22,1981,136026,Condo,30.248001,-97.73059,Riley Smith,Summit Brokers,164
HS0869,2024-07-27,9706 Park Ln,Madison,WI,98257,4,3.9,1597,0.48,1993,176905,Townhouse,43.125839,-89.403001,Casey Nguyen,Urban Homes,51
HS0799,2020-08-03,7911 Spruce Ln,Portland,OR,32312,3,2.6,2284,0.37,1958,418138,Single Family,45.537352,-122.675621,Alex Morgan,Lakeside Properties,110
HS0381,2022-02-04,5045 Maple Rd,Madison,WI,39083,3,3.5,1362,2.71,1988,224058,Townhouse,43.093494,-89.378573,Dana Kim,Summit Brokers,143
HS0632,2023-04-11,2379 Elm Terrace,Springfield,IL,84473,1,1.8,1423,1.22,1950,119623,Condo,39.85481,-89.627668,Jordan Lee,Lakeside Properties,17
HS0382,2021-10-20,9465 Elm Ave,Portland,OR,14946,4,3.0,2590,2.1,1974,472755,Single Family,45.548558,-122.630635,Jordan Lee,Hearthstone Realty,208
HS0491,2019-12-24,9658 River Ln,Burlington,VT,46428,2,2.4,478,0.09,2022,68852,Condo,44.506322,-73.176384,Dana Kim,Lakeside Properties,50
HS0119,2019-10-04,9014 River St,Seattle,WA,61177,3,2.9,1473,0.22,1945,310480,Townhouse,47.521722,-122.282744,Morgan Patel,Urban Homes,188
HS0901,2021-03-06,2056 Oak Way,Phoenix,AZ,93555,1,0.8,1433,0.97,2009,161619,Single Family,33.334925,-112.084466,Logan Brown,Prime Realty,86
HS0251,2024-05-21,6537 Highland Way,Springfield,IL,30131,2,3.1,1199,0.36,1984,96383,Single Family,39.851561,-89.647249,Jordan Lee,Prime Realty,7
HS0524,2023-11-09,4578 Pine Way,Columbus,OH,65981,1,1.7,1601,1.14,1938,187855,Single Family,40.033746,-82.90844,Dana Kim,Hearthstone Realty,52
HS0010,2020-03-11,1927 Spruce Ct,Columbus,OH,30730,1,1.7,2709,2.65,2016,245214,Single Family,39.905883,-83.05861,Casey Nguyen,Summit Brokers,156
HS0197,2023-11-06,2723 Hill Ct,Seattle,WA,70562,5,3.9,2112,7.0,1984,437588,Single Family,47.611022,-122.366144,Riley Smith,Prime Realty,189
HS0604,2025-04-13,2187 Chestnut Ln,Riverside,CA,78561,2,1.6,2489,3.29,1932,408305,Single Family,34.000801,-117.38405,Sam Carter,Prime Realty,110
HS0082,2023-02-28,842 Oak Rd,Madison,WI,74569,4,3.0,1394,0.44,1958,232423,Single Family,43.061153,-89.446578,Dana Kim,Lakeside Properties,151
HS0784,2019-03-15,2053 Cedar Way,Phoenix,AZ,32431,3,1.2,1024,7.71,1936,155366,Condo,33.445505,-112.110756,Logan Brown,Prime Realty,119
HS0588,2022-06-19,850 Ridge Rd,Seattle,WA,94661,2,0.9,1663,0.29,2001,428871,Condo,47.502421,-122.336403,Dana Kim,Prime Realty,165
HS0798,2020-01-22,4495 Forest Ln,Burlington,VT,32417,4,3.1,1967,1.08,1900,335775,Single Family,44.424401,-73.209796,Taylor Brooks,Summit Brokers,180
HS0240,2022-07-26,4466 Meadow St,Burlington,VT,38758,1,1.6,3158,0.17,1975,542908,Single Family,44.452598,-73.291835,Morgan Patel,Summit Brokers,8
HS0291,2023-01-28,5684 Lake St,Austin,TX,39218,2,1.8,981,4.19,1991,213171,Condo,30.176235,-97.777759,Sam Carter,Prime Realty,25
HS0212,2019-08-01,2704 Chestnut Ave,Albany,NY,95798,3,1.0,2456,2.55,1921,372928,Multi-Family,42.584256,-73.767438,Riley Smith,Hearthstone Realty,186
HS0718,2023-11-22,3240 Sunset Rd,Madison,WI,83445,3,2.5,1665,1.17,2016,211636,Condo,43.094189,-89.33569,Jamie Rivera,Lakeside Properties,108
HS0360,2023-10-30,2333 Lake Rd,Seattle,WA,71498,2,2.1,3528,1.65,1998,892114,Single Family,47.648147,-122.362963,Casey Nguyen,Summit Brokers,60
HS0450,2021-03-01,1213 Maple Ct,Springfield,IL,22805,3,3.0,638,1.24,1932,67419,Condo,39.677494,-89.563865,Alex Morgan,Prime Realty,159
HS0228,2019-02-09,9794 Forest Ln,Columbus,OH,81638,4,3.2,2068,5.49,1944,246798,Single Family,39.989475,-83.086838,Morgan Patel,Prime Realty,195
HS0951,2024-09-09,9429 Maple Ln,Austin,TX,36546,2,2.4,2370,3.6,1942,330272,Single Family,30.269952,-97.76692,Jamie Rivera,Hearthstone Realty,142
HS0947,2020-09-24,6042 Spruce Rd,Portland,OR,30749,3,3.0,3182,1.48,1937,626378,Single Family,45.554895,-122.66702,Taylor Brooks,Urban Homes,156
HS0797,2023-07-16,684 Highland Rd,Springfield,IL,41295,5,4.0,2030,0.55,1989,218825,Multi-Family,39.817006,-89.590563,Riley Smith,Lakeside Properties,26
HS0502,2023-01-25,1967 Sunset Way,Seattle,WA,20013,4,2.7,1177,0.13,1939,191851,Single Family,47.552657,-122.236529,Taylor Brooks,Lakeside Properties,153
HS0465,2024-05-03,204 Maple Blvd,Riverside,CA,21683,3,2.4,1452,2.36,1998,154574,Townhouse,33.976636,-117.370882,Taylor Brooks,Urban Homes,37
HS0363,2020-02-23,7518 Chestnut Way,Austin,TX,34613,2,2.0,2089,1.58,2024,429187,Single Family,30.27686,-97.677118,Casey Nguyen,Hearthstone Realty,33
HS0469,2020-10-09,7221 Chestnut Terrace,Burlington,VT,90847,2,1.2,4575,1.92,1922,585399,Multi-Family,44.497378,-73.190431,Alex Morgan,Lakeside Properties,132
HS0936,2023-09-09,1912 Highland Rd,Burlington,VT,33412,2,3.2,1577,1.48,1927,246074,Single Family,44.436044,-73.210054,Logan Brown,Hearthstone Realty,82
HS0429,2020-04-07,4327 Lake Ct,Portland,OR,34032,4,3.2,2105,2.22,1960,432738,Single Family,45.496777,-122.664406,Morgan Patel,Lakeside Properties,119
HS0008,2020-03-25,7119 Highland Ct,Portland,OR,57447,2,1.7,1869,2.88,2010,328189,Townhouse,45.521304,-122.694254,Taylor Brooks,Urban Homes,203
HS0156,2025-07-13,5401 Birch St,Austin,TX,44181,2,1.4,724,0.75,1938,147622,Mobile Home,30.238641,-97.714471,Logan Brown,Prime Realty,67
HS0542,2021-10-14,3202 Sunset Blvd,Albany,NY,63546,0,1.7,536,4.0,2016,66834,Condo,42.634534,-73.759409,Morgan Patel,Summit Brokers,176
HS0441,2019-11-16,7717 River Ave,Albany,NY,78597,1,1.7,1516,0.29,2022,189030,Townhouse,42.590937,-73.723164,Dana Kim,Summit Brokers,80
HS0483,2025-01-26,1935 Elm Way,Albany,NY,29726,5,3.5,1933,0.71,1987,267261,Single Family,42.674775,-73.813793,Taylor Brooks,Lakeside Properties,89
HS0423,2024-03-27,7626 Park Ave,Springfield,IL,10538,3,2.5,4495,0.52,1942,520637,Multi-Family,39.809615,-89.658119,Alex Morgan,Prime Realty,134
HS0779,2021-03-29,7201 Ridge Ct,Austin,TX,88162,3,1.9,1633,0.38,1954,338573,Condo,30.360096,-97.69456,Logan Brown,Hearthstone Realty,96
HS0950,2020-05-04,6323 Maple Ave,Austin,TX,54874,4,3.3,2228,0.22,1999,451737,Single Family,30.352566,-97.781641,Jordan Lee,Hearthstone Realty,128
HS0335,2022-10-18,6622 Elm Ave,Columbus,OH,40116,5,3.4,2565,0.52,2000,254165,Single Family,39.978141,-83.048509,Dana Kim,Summit Brokers,179
HS0577,2024-11-05,8905 Hill Ct,Springfield,IL,26515,1,1.5,3759,0.77,1939,368615,Single Family,39.713287,-89.712765,Morgan Patel,Urban Homes,6
HS0935,2020-05-20,4751 Meadow Way,Springfield,IL,40765,2,2.2,1638,0.3,2008,212282,Condo,39.832372,-89.589482,Jamie Rivera,Lakeside Properties,56
HS0568,2021-12-04,8163 Cedar Ct,Portland,OR,74713,2,2.2,435,1.24,1945,89250,Mobile Home,45.525503,-122.64746,Morgan Patel,Urban Homes,45
HS0595,2020-08-06,4135 Meadow Blvd,Riverside,CA,49926,2,2.3,2925,0.87,2000,485756,Single Family,34.019039,-117.424476,Morgan Patel,Summit Brokers,44
HS0531,2019-08-18,3965 Sunset Ln,Phoenix,AZ,28910,4,2.6,1207,2.33,2010,161802,Single Family,33.385166,-111.997535,Sam Carter,Summit Brokers,96
HS0582,2023-10-01,6150 River Ct,Riverside,CA,87101,0,0.6,925,1.68,1981,102632,Condo,33.969384,-117.387797,Sam Carter,Lakeside Properties,188
HS0708,2023-06-26,2046 Sunset Way,Albany,NY,82105,5,3.9,1035,0.53,2012,149660,Townhouse,42.641657,-73.717888,Dana Kim,Lakeside Properties,34
HS0449,2021-01-06,4283 Highland Ct,Riverside,CA,70438,3,3.2,1735,0.69,1986,187402,Single Family,33.923332,-117.4517,Morgan Patel,Summit Brokers,3
HS0454,2021-11-26,8161 Cedar Blvd,Madison,WI,80861,0,1.1,4448,3.65,1991,502084,Multi-Family,43.063365,-89.404409,Jamie Rivera,Prime Realty,19
HS0229,2019-06-29,5138 Cedar Ln,Phoenix,AZ,79443,3,2.7,1072,2.46,1911,121030,Condo,33.435877,-112.074981,Jordan Lee,Summit Brokers,106
HS0353,2024-03-14,2959 Spruce Terrace,Seattle,WA,52610,2,2.1,2879,2.86,1936,583245,Single Family,47.640712,-122.460018,Taylor Brooks,Urban Homes,164
HS0729,2023-12-25,321 Maple Ave,Portland,OR,81089,5,2.8,2478,2.61,1972,334647,Single Family,45.442199,-122.63842,Taylor Brooks,Hearthstone Realty,85
HS0213,2023-12-28,7132 Pine Ave,Burlington,VT,10142,2,2.7,2028,0.73,1987,322369,Single Family,44.474405,-73.220816,Alex Morgan,Prime Realty,179
HS0080,2021-12-09,6092 Pine Ct,Seattle,WA,11824,1,1.0,1162,0.25,1986,254888,Condo,47.536272,-122.303952,Logan Brown,Lakeside Properties,164
